timestamp,open,high,low,close,volume
2025-01-01 00:00:00,189.31,192.66,189.08,192.54,109512.364
2025-01-01 01:00:00,192.54,192.64,190.39,190.7,66529.126
2025-01-01 02:00:00,190.7,192.04,190.44,191.59,65814.347
2025-01-01 03:00:00,191.59,191.59,190.04,190.43,58528.042
2025-01-01 04:00:00,190.42,190.43,189.32,189.47,70522.368
2025-01-01 05:00:00,189.48,190.62,189.35,190.15,44126.517
2025-01-01 06:00:00,190.15,190.31,189.4,190.3,37963.874
2025-01-01 07:00:00,190.29,190.35,189.7,190.06,47757.379
2025-01-01 08:00:00,190.06,190.74,189.3,189.4,57206.089
2025-01-01 09:00:00,189.4,189.76,188.0,189.18,90289.829
2025-01-01 10:00:00,189.19,191.03,189.17,190.24,71994.807
2025-01-01 11:00:00,190.25,191.86,189.89,191.36,63070.217
2025-01-01 12:00:00,191.35,191.75,190.42,190.95,85511.631
2025-01-01 13:00:00,190.94,191.29,189.59,190.25,79164.615
2025-01-01 14:00:00,190.24,191.48,189.14,190.88,68958.644
2025-01-01 15:00:00,190.88,192.15,189.98,191.91,69944.069
2025-01-01 16:00:00,191.91,192.25,190.08,190.51,61361.767
2025-01-01 17:00:00,190.52,190.65,189.25,190.64,67078.185
2025-01-01 18:00:00,190.63,192.23,189.89,191.68,62362.621
2025-01-01 19:00:00,191.69,193.91,191.49,193.1,102185.899
2025-01-01 20:00:00,193.1,194.56,193.1,194.36,75579.707
2025-01-01 21:00:00,194.36,195.33,193.71,194.69,83968.819
2025-01-01 22:00:00,194.68,194.95,193.68,194.53,62287.96
2025-01-01 23:00:00,194.54,195.16,193.81,194.28,53441.226
2025-01-02 00:00:00,194.28,197.17,193.43,196.25,150184.717
2025-01-02 01:00:00,196.25,198.47,196.11,197.71,132435.782
2025-01-02 02:00:00,197.7,199.42,197.47,199.41,190538.571
2025-01-02 03:00:00,199.41,199.7,197.8,198.54,123139.17
2025-01-02 04:00:00,198.55,204.84,198.54,204.47,303074.466
2025-01-02 05:00:00,204.47,205.5,203.31,204.62,140873.482
2025-01-02 06:00:00,204.63,205.97,203.96,205.36,180708.112
2025-01-02 07:00:00,205.36,206.89,205.2,205.91,194280.905
2025-01-02 08:00:00,205.91,207.09,205.66,206.8,141906.203
2025-01-02 09:00:00,206.79,207.97,206.34,207.38,131400.286
2025-01-02 10:00:00,207.38,207.77,206.7,206.98,102094.725
2025-01-02 11:00:00,206.98,208.88,206.92,208.51,117197.341
2025-01-02 12:00:00,208.52,209.49,207.64,208.39,144646.542
2025-01-02 13:00:00,208.4,208.65,207.6,208.17,113919.603
2025-01-02 14:00:00,208.16,210.48,206.72,208.2,258693.596
2025-01-02 15:00:00,208.19,208.34,205.45,206.77,175347.684
2025-01-02 16:00:00,206.77,209.07,205.96,207.45,121952.126
2025-01-02 17:00:00,207.44,208.2,204.67,206.05,139485.593
2025-01-02 18:00:00,206.04,206.8,204.96,206.44,74462.481
2025-01-02 19:00:00,206.43,207.83,206.15,206.69,61915.906
2025-01-02 20:00:00,206.69,208.0,206.68,206.82,48824.009
2025-01-02 21:00:00,206.83,207.13,205.44,206.54,69064.49
2025-01-02 22:00:00,206.53,206.76,205.2,206.6,44927.914
2025-01-02 23:00:00,206.6,208.44,206.55,208.31,63850.278
2025-01-03 00:00:00,208.3,208.45,207.0,207.15,57493.565
2025-01-03 01:00:00,207.16,207.33,205.63,206.86,90292.39
2025-01-03 02:00:00,206.87,208.11,206.34,206.87,73399.298
2025-01-03 03:00:00,206.87,208.28,206.16,208.05,64254.536
